#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-05-10T16:41:16 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-05-10T16:41:16	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-source=J/ApJ/833/225/table3&-order=I&-out=Name&-out=Teff&-out=logg&-out=[Fe/H]&-out=xi&-out=Pop&-out=Z&-out=Species&-out=N&-out=[X/H]LTE&-out=e_[X/H]LTE&-out=[X/Fe]LTE&-out=[X/H]NLTE&-out=e_[X/H]NLTE&-out=[X/Fe]NLTE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18330225
#Name: J/ApJ/833/225
#Title: -2.6<=[Fe/H]<=0.2 F and G dwarfs. II. Abundances (Zhao+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/apj/833/225	    IVOID of underlying data collection
#INFO	creator=Zhao G.	    First author or institution
#INFO	cites=bibcode:2016ApJ...833..225Z	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/833/225	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18330225	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-07-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_833_225_table3:
#Name: J/ApJ/833/225/table3
#Title: Summary of the obtained stellar abundances
#Column	Name	(A10)	Object, Simbad name	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[4810/6600] Object effective temperature, derived (1)	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	[3/4.8] Object surface gravity, derived (1)	[ucd=phys.gravity]
#Column	[Fe/H]	(F5.2)	[-2.7/0.3] Object metallicity, derived (1)	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[0.6/2] Microturbulence velocity, derived (1)	[ucd=phys.veloc.microTurb]
#Column	Pop	(a10)	Object Galactic population (Halo, Thick disk or Thin disk)	[ucd=src.class]
#Column	Z	(I2)	[3/63]? Atomic number	[ucd=meta.id]
#Column	Species	(A5)	Chemical species investigated	[ucd=meta.note]
#Column	N	(I2)	[0/29]? Number of lines fit	[ucd=meta.number]
#Column	[X/H]LTE	(F5.2)	[-3.6/2.8]? Abundance, relative to hydrogen, LTE case	[ucd=phys.abund]
#Column	e_[X/H]LTE	(F5.2)	[0/0.3]? Uncertainty in [X/H]LTE	[ucd=stat.error;phys.abund]
#Column	[X/Fe]LTE	(F5.2)	[-1.1/0.7]? Abundance, relative to iron, LTE case	[ucd=phys.abund]
#Column	[X/H]NLTE	(F5.2)	[-3.3/2.7]? Abundance, relative to hydrogen, NLTE case	[ucd=phys.abund]
#Column	e_[X/H]NLTE	(F5.2)	[0/0.3]? Uncertainty in [X/H]NLTE	[ucd=stat.error;phys.abund]
#Column	[X/Fe]NLTE	(F5.2)	[-0.8/0.7]? Abundance, relative to iron, NLTE case	[ucd=phys.abund]
Name	Teff	logg	[Fe/H]	xi	Pop	Z	Species	N	[X/H]LTE	e_[X/H]LTE	[X/Fe]LTE	[X/H]NLTE	e_[X/H]NLTE	[X/Fe]NLTE
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	13	Al I 	 2	 0.05	 0.07	-0.01	 0.08	 0.06	 0.02
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	14	Si I 	 9	 0.06	 0.02	 0.00	 0.05	 0.02	-0.01
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	14	Si II	 2	 0.00	 0.01	-0.06	-0.01	 0.00	-0.07
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	19	K I  	 1	 0.13	     	 0.07	 0.05	     	-0.01
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	20	Ca I 	18	 0.11	 0.04	 0.05	 0.07	 0.03	 0.01
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	21	Sc II	 7	 0.06	 0.02	 0.00	 0.07	 0.02	 0.01
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	22	Ti II	 9	 0.06	 0.03	 0.00	 0.06	 0.03	 0.00
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	26	Fe I 	26	 0.09	 0.04	 0.03	 0.10	 0.00	 0.04
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	26	Fe II	15	 0.06	 0.06	 0.00	 0.06	 0.06	 0.00
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	29	Cu I 	 3	 0.00	 0.03	-0.06	 0.00	 0.04	-0.06
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	38	Sr II	 0	     	     	     	     	     	
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	40	Zr II	 1	 0.12	     	 0.06	 0.14	     	 0.08
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	56	Ba II	 3	 0.24	 0.03	 0.18	 0.21	 0.03	 0.15
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	63	Eu II	 0	     	     	     	     	     	
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	 3	Li I 	 0	     	     	     	     	     	
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	 6	C I  	 2	-0.06	 0.04	 0.04	-0.06	 0.04	 0.04
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	  	CH   	12	-0.11	 0.04	-0.01	     	     	
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	 8	O I  	 4	-0.02	 0.01	 0.08	 0.02	 0.01	 0.12
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	11	Na I 	 4	-0.10	 0.03	 0.00	-0.11	 0.04	-0.01
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	12	Mg I 	 4	-0.05	 0.03	 0.05	-0.08	 0.03	 0.02
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	13	Al I 	 2	 0.02	 0.01	 0.12	 0.00	 0.02	 0.10
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	14	Si I 	 9	-0.02	 0.03	 0.08	-0.02	 0.03	 0.08
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	14	Si II	 2	-0.01	 0.04	 0.09	 0.00	 0.02	 0.10
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	19	K I  	 0	     	     	     	     	     	
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	20	Ca I 	17	-0.13	 0.06	-0.03	-0.15	 0.06	-0.05
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	21	Sc II	 9	-0.02	 0.03	 0.08	-0.01	 0.03	 0.09
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	22	Ti II	 8	-0.10	 0.04	 0.00	-0.10	 0.04	 0.00
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	26	Fe I 	26	-0.14	 0.06	-0.04	-0.15	 0.06	-0.05
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	26	Fe II	13	-0.10	 0.05	 0.00	-0.10	 0.05	 0.00
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	29	Cu I 	 3	-0.22	 0.04	-0.12	-0.23	 0.05	-0.13
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	38	Sr II	 2	-0.23	 0.01	-0.13	-0.25	 0.01	-0.15
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	40	Zr II	 2	-0.20	 0.06	-0.10	-0.19	 0.05	-0.09
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	56	Ba II	 3	-0.28	 0.06	-0.18	-0.26	 0.06	-0.16
HD 115617 	5490	 4.40	-0.10	 1.1	Thin disk 	63	Eu II	 1	-0.11	     	-0.01	-0.11	     	-0.01
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	 3	Li I 	 1	 1.36	     	     	 1.36	     	
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	 6	C I  	 1	-0.63	     	 0.17	-0.63	     	 0.17
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	  	CH   	 0	     	     	     	     	     	
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	 8	O I  	 3	-0.41	 0.03	 0.39	-0.35	 0.03	 0.45
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	11	Na I 	 4	-0.74	 0.02	 0.06	-0.73	 0.01	 0.07
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	12	Mg I 	 5	-0.53	 0.04	 0.27	-0.52	 0.05	 0.28
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	13	Al I 	 0	     	     	     	     	     	
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	14	Si I 	 2	-0.56	 0.00	 0.24	-0.56	 0.01	 0.24
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	14	Si II	 1	-0.54	     	 0.26	-0.53	     	 0.27
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	19	K I  	 0	     	     	     	     	     	
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	20	Ca I 	16	-0.61	 0.07	 0.19	-0.60	 0.08	 0.20
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	21	Sc II	 9	-0.53	 0.04	 0.27	-0.50	 0.04	 0.30
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	22	Ti II	13	-0.53	 0.05	 0.27	-0.53	 0.05	 0.27
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	26	Fe I 	25	-0.82	 0.05	-0.02	-0.80	 0.05	 0.00
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	26	Fe II	15	-0.80	 0.05	 0.00	-0.80	 0.05	 0.00
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	29	Cu I 	 3	-0.73	 0.02	 0.07	-0.69	 0.02	 0.11
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	38	Sr II	 0	     	     	     	     	     	
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	40	Zr II	 1	-0.44	     	 0.36	-0.44	     	 0.36
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	56	Ba II	 3	-0.88	 0.05	-0.08	-0.88	 0.03	-0.08
HD 134088 	5730	 4.46	-0.80	 1.1	Thick disk	63	Eu II	 0	     	     	     	     	     	
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	 3	Li I 	 1	 2.36	     	     	 2.35	     	
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	 6	C I  	 4	-0.59	 0.03	 0.19	-0.60	 0.01	 0.18
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	  	CH   	13	-0.65	 0.03	 0.13	     	     	
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	 8	O I  	 2	-0.30	 0.01	 0.48	-0.35	 0.01	 0.43
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	11	Na I 	 6	-0.68	 0.05	 0.10	-0.69	 0.04	 0.09
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	12	Mg I 	 5	-0.45	 0.05	 0.33	-0.44	 0.04	 0.34
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	13	Al I 	 6	-0.64	 0.11	 0.14	-0.54	 0.10	 0.24
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	14	Si I 	11	-0.56	 0.04	 0.22	-0.56	 0.04	 0.22
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	14	Si II	 2	-0.51	 0.00	 0.27	-0.53	 0.00	 0.25
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	19	K I  	 1	-0.29	     	 0.49	-0.56	     	 0.22
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	20	Ca I 	18	-0.63	 0.05	 0.15	-0.62	 0.05	 0.16
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	21	Sc II	 9	-0.62	 0.04	 0.16	-0.61	 0.03	 0.17
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	22	Ti II	 7	-0.55	 0.03	 0.23	-0.55	 0.03	 0.23
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	26	Fe I 	26	-0.77	 0.06	 0.01	-0.71	 0.06	 0.07
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	26	Fe II	18	-0.78	 0.07	 0.00	-0.78	 0.07	 0.00
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	29	Cu I 	 3	-0.93	 0.01	-0.15	-0.87	 0.03	-0.09
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	38	Sr II	 2	-0.73	 0.04	 0.05	-0.72	 0.06	 0.06
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	40	Zr II	 2	-0.67	 0.06	 0.11	-0.64	 0.05	 0.14
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	56	Ba II	 3	-0.87	 0.08	-0.09	-0.94	 0.01	-0.16
HD 134169 	5890	 4.02	-0.78	 1.2	Thin disk 	63	Eu II	 1	-0.49	     	 0.29	-0.43	     	 0.35
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	 3	Li I 	 0	     	     	     	     	     	
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	 6	C I  	 5	 0.23	 0.04	-0.01	 0.24	 0.04	 0.00
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	  	CH   	11	 0.26	 0.06	 0.02	     	     	
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	 8	O I  	 1	 0.17	     	-0.07	 0.14	     	-0.10
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	11	Na I 	 4	 0.41	 0.03	 0.17	 0.38	 0.02	 0.14
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	12	Mg I 	 4	 0.29	 0.02	 0.05	 0.27	 0.02	 0.03
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	13	Al I 	 2	 0.44	 0.03	 0.20	 0.41	 0.04	 0.17
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	14	Si I 	 7	 0.32	 0.04	 0.08	 0.31	 0.04	 0.07
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	14	Si II	 2	 0.32	 0.03	 0.08	 0.32	 0.02	 0.08
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	19	K I  	 1	 0.26	     	 0.02	 0.15	     	-0.09
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	20	Ca I 	18	 0.15	 0.06	-0.09	 0.13	 0.06	-0.11
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	21	Sc II	 8	 0.13	 0.04	-0.11	 0.13	 0.03	-0.11
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	22	Ti II	 8	 0.20	 0.03	-0.04	 0.20	 0.03	-0.04
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	26	Fe I 	21	 0.26	 0.09	 0.02	 0.24	 0.09	 0.00
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	26	Fe II	11	 0.24	 0.05	 0.00	 0.24	 0.05	 0.00
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	29	Cu I 	 3	 0.37	 0.04	 0.13	 0.34	 0.03	 0.10
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	38	Sr II	 0	     	     	     	     	     	
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	40	Zr II	 1	 0.26	     	 0.02	 0.26	     	 0.02
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	56	Ba II	 3	-0.04	 0.11	-0.28	-0.02	 0.12	-0.26
HD 138776 	5650	 4.30	 0.24	 1.3	Thin disk 	63	Eu II	 1	 0.00	     	-0.24	 0.00	     	-0.24
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	 3	Li I 	 0	     	     	     	     	     	
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	 6	C I  	 5	-2.13	 0.02	 0.33	-2.01	 0.05	 0.45
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	  	CH   	12	-2.02	 0.05	 0.44	     	     	
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	 8	O I  	 3	-1.92	 0.07	 0.54	-1.82	 0.08	 0.64
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	11	Na I 	 2	-2.61	 0.02	-0.14	-2.78	 0.01	-0.32
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	12	Mg I 	 1	-2.21	     	 0.25	-2.15	     	 0.31
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	13	Al I 	 0	     	     	     	     	     	
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	14	Si I 	 1	-2.21	     	 0.25	-2.19	     	 0.27
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	14	Si II	 0	     	     	     	     	     	
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	19	K I  	 0	     	     	     	     	     	
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	20	Ca I 	 4	-2.28	 0.04	 0.18	-2.12	 0.05	 0.34
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	21	Sc II	 3	-2.68	 0.03	-0.22	-2.51	 0.03	-0.05
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	22	Ti II	 8	-2.22	 0.06	 0.24	-2.20	 0.05	 0.26
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	26	Fe I 	20	-2.53	 0.06	-0.07	-2.46	 0.06	 0.00
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	26	Fe II	14	-2.46	 0.07	 0.00	-2.46	 0.07	 0.00
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	29	Cu I 	 0	     	     	     	     	     	
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	38	Sr II	 2	-3.10	 0.00	-0.64	-3.15	 0.03	-0.69
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	40	Zr II	 1	-2.44	     	 0.02	-2.43	     	 0.03
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	56	Ba II	 1	-3.54	     	-1.08	-3.21	     	-0.75
HD 140283 	5780	 3.70	-2.46	 1.6	Halo      	63	Eu II	 0	     	     	     	     	     	
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	 3	Li I 	 1	 0.14	     	     	 0.17	     	
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	 6	C I  	 1	 0.05	     	 0.12	 0.05	     	 0.12
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	  	CH   	10	-0.21	 0.04	-0.14	     	     	
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	 8	O I  	 1	 0.00	     	 0.07	 0.02	     	 0.09
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	11	Na I 	 4	 0.17	 0.03	 0.24	 0.06	 0.03	 0.13
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	12	Mg I 	 4	 0.05	 0.06	 0.12	 0.03	 0.07	 0.10
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	13	Al I 	 2	 0.24	 0.01	 0.31	 0.15	 0.01	 0.22
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	14	Si I 	 9	 0.09	 0.07	 0.16	 0.05	 0.06	 0.12
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	14	Si II	 0	     	     	     	     	     	
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	19	K I  	 1	 0.08	     	 0.15	-0.03	     	 0.04
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	20	Ca I 	18	-0.03	 0.08	 0.04	-0.03	 0.06	 0.04
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	21	Sc II	 6	 0.00	 0.06	 0.07	 0.01	 0.03	 0.08
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	22	Ti II	 8	-0.06	 0.06	 0.01	-0.06	 0.06	 0.01
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	26	Fe I 	20	-0.02	 0.08	 0.05	-0.02	 0.07	 0.05
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	26	Fe II	13	-0.07	 0.10	 0.00	-0.07	 0.10	 0.00
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	29	Cu I 	 3	 0.00	 0.05	 0.07	-0.02	 0.03	 0.05
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	38	Sr II	 0	     	     	     	     	     	
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	40	Zr II	 2	-0.18	 0.01	-0.11	-0.17	 0.01	-0.10
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	56	Ba II	 2	-0.11	 0.01	-0.04	-0.06	 0.02	 0.01
HD 142091 	4810	 3.12	-0.07	 1.2	Thin disk 	63	Eu II	 0	     	     	     	     	     	
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	 3	Li I 	 1	 2.44	     	     	 2.41	     	
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	 6	C I  	 2	-0.50	 0.01	 0.04	-0.51	 0.01	 0.03
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	  	CH   	12	-0.51	 0.04	 0.03	     	     	
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	 8	O I  	 3	-0.37	 0.05	 0.17	-0.40	 0.05	 0.14
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	11	Na I 	 6	-0.54	 0.03	 0.00	-0.55	 0.01	-0.01
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	12	Mg I 	 5	-0.41	 0.03	 0.13	-0.40	 0.02	 0.14
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	13	Al I 	 1	-0.58	     	-0.04	-0.49	     	 0.05
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	14	Si I 	10	-0.45	 0.03	 0.09	-0.45	 0.03	 0.09
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	14	Si II	 2	-0.43	 0.02	 0.11	-0.45	 0.02	 0.09
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	19	K I  	 1	-0.17	     	 0.37	-0.48	     	 0.06
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	20	Ca I 	13	-0.48	 0.05	 0.06	-0.49	 0.04	 0.05
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	21	Sc II	 9	-0.42	 0.05	 0.12	-0.41	 0.04	 0.13
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	22	Ti II	13	-0.43	 0.03	 0.11	-0.43	 0.03	 0.11
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	26	Fe I 	28	-0.56	 0.05	-0.02	-0.56	 0.05	-0.02
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	26	Fe II	17	-0.54	 0.05	 0.00	-0.54	 0.05	 0.00
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	29	Cu I 	 3	-0.56	 0.03	-0.02	-0.51	 0.03	 0.03
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	38	Sr II	 2	-0.54	 0.06	 0.00	-0.55	 0.15	-0.01
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	40	Zr II	 2	-0.41	 0.00	 0.13	-0.41	 0.00	 0.13
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	56	Ba II	 3	-0.62	 0.06	-0.08	-0.70	 0.06	-0.16
HD 142373 	5830	 3.96	-0.54	 1.4	Thin disk 	63	Eu II	 0	     	     	     	     	     	
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	 3	Li I 	 1	 2.30	     	     	 2.27	     	
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	 6	C I  	 8	-1.41	 0.08	 0.05	-1.36	 0.04	 0.10
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	  	CH   	10	-1.19	 0.03	 0.27	     	     	
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	 8	O I  	 4	-0.90	 0.03	 0.56	-0.87	 0.03	 0.59
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	11	Na I 	 2	-1.07	 0.06	 0.39	-1.35	 0.01	 0.11
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	12	Mg I 	 3	-1.06	 0.07	 0.40	-1.04	 0.08	 0.42
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	13	Al I 	 1	-2.06	     	-0.60	-1.52	     	-0.06
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	14	Si I 	 2	-1.12	 0.06	 0.34	-1.08	 0.04	 0.38
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	14	Si II	 0	     	     	     	     	     	
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	19	K I  	 1	-1.18	     	 0.28	-1.32	     	 0.14
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	20	Ca I 	19	-1.15	 0.06	 0.31	-1.09	 0.05	 0.37
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	21	Sc II	 4	-1.52	 0.03	-0.06	-1.43	 0.03	 0.03
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	22	Ti II	14	-1.11	 0.04	 0.35	-1.11	 0.04	 0.35
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	26	Fe I 	21	-1.46	 0.07	 0.00	-1.44	 0.06	 0.02
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	26	Fe II	17	-1.46	 0.05	 0.00	-1.46	 0.05	 0.00
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	29	Cu I 	 2	-2.11	 0.05	-0.64	-1.91	 0.04	-0.45
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	38	Sr II	 2	-1.15	 0.02	 0.31	-1.26	 0.00	 0.20
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	40	Zr II	 2	-0.92	 0.02	 0.54	-0.91	 0.01	 0.55
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	56	Ba II	 3	-1.37	 0.08	 0.09	-1.32	 0.03	 0.14
BD+07 4841	6130	 4.15	-1.46	 1.3	Halo      	63	Eu II	 1	-0.98	     	 0.48	-0.97	     	 0.49
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	 3	Li I 	 1	 2.35	     	     	 2.33	     	
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	 6	C I  	 3	-2.05	 0.09	 0.04	-1.93	 0.06	 0.16
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	  	CH   	 8	-1.84	 0.11	 0.25	     	     	
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	 8	O I  	 3	-1.56	 0.06	 0.53	-1.47	 0.06	 0.62
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	11	Na I 	 2	-1.88	 0.11	 0.21	-2.13	 0.06	-0.05
BD+09 0352	6150	 4.25	-2.09	 1.3	Halo      	12	Mg I 	 2	-1.71	 0.05	 0.38	-1.68	 0.06	 0.41
