#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-13T18:38:51 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a783cd26d7c	
#INFO	-out.max=9999	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=9999
#-out.all=2
#-order=I
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/tablea1}&key:source=J/MNRAS/403/1413/tablea1&HTTPPRM:&&-ref=VIZ62a783cd26d7c&-out.max=1000&-out.form=ascii table&-out.all=2&-order=I&-oc.form=sexa&-out.src=J/MNRAS/403/1413/tablea1&-out=M0&-out=Z0&-out=Pulse&-out=Mcore&-out=Mcsh&-out=tcsh&-out=Ddredge&-out=lam&-out=lam.dup&-out=T(He-sh)&-out=Tbce&-out=T(H-sh)&-out=iPulse&-out=Mtot&-out=Lmax&-out=LHe.max&-out=Rmax&-out=Mbol&-out=Teff&-out=Yields&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/MNRAS/403/1413/tablea1
#-source=J/MNRAS/403/1413/tablea1
#-out=M0
#-out=Z0
#-out=Pulse
#-out=Mcore
#-out=Mcsh
#-out=tcsh
#-out=Ddredge
#-out=lam
#-out=lam.dup
#-out=T(He-sh)
#-out=Tbce
#-out=T(H-sh)
#-out=iPulse
#-out=Mtot
#-out=Lmax
#-out=LHe.max
#-out=Rmax
#-out=Mbol
#-out=Teff
#-out=Yields
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table	J_MNRAS_403_1413_tablea1:
#Name: J/MNRAS/403/1413/tablea1
#Title: Structural information from the new AGB models
#Column	M0	(F5.2)	[1/6] Initial mass	[ucd=phys.mass]
#Column	Z0	(F7.4)	Initial metallicity (0.0200, 0.0080, 0.0040, 0.0001)	[ucd=phys.abund.Z]
#Column	Pulse	(I4)	Pulse number	[ucd=meta.id]
#Column	Mcore	(F5.3)	Core mass	[ucd=phys.mass]
#Column	Mcsh	(E9.2)	Maximum mass of the intershell convection zone	[ucd=phys.mass]
#Column	tcsh	(F6.1)	Duration of intershell convection	[ucd=time.interval]
#Column	Ddredge	(E9.2)	Mass dredged into the envelope	[ucd=phys.mass]
#Column	lam	(E9.2)	Extent of the partial mixing zone, lambda	[ucd=stat.fit.param]
#Column	lam.dup	(D13.6)	{lambda}_dup_ defined by Goriely & Mowlavi (2000A&A...362..599G) (1)	[ucd=stat.fit.param]
#Column	T(He-sh)	(E9.2)	Maximum temperature in the He-shell	[ucd=phys.temperature]
#Column	Tbce	(E9.2)	Maximum temperature at the base of the convective envelope during the previous interpulse period	[ucd=phys.temperature]
#Column	T(H-sh)	(E9.2)	Maximum temperature in the H-shell during the previous interpulse period	[ucd=phys.temperature]
#Column	iPulse	(E9.2)	Interpulse period (note that the first entry is set to zero)	[ucd=time.period]
#Column	Mtot	(F5.3)	Total mass	[ucd=phys.mass]
#Column	Lmax	(E9.2)	Maximum radiated luminosity during the previous interpulse period	[ucd=phys.luminosity]
#Column	LHe.max	(E9.2)	Maximum He-luminosity during a thermal pulse	[ucd=phys.luminosity]
#Column	Rmax	(E9.2)	Maximum stellar radius during the previous interpulse period	[ucd=phys.size.radius;stat.max]
#Column	Mbol	(F6.2)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Teff	(F5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	Yields	(a6)	Yields for the various elements	[ucd=meta.ref.url]
M0	Z0	Pulse	Mcore	Mcsh	tcsh	Ddredge	lam	lam.dup	T(He-sh)	Tbce	T(H-sh)	iPulse	Mtot	Lmax	LHe.max	Rmax	Mbol	Teff	Yields
 1.90	 0.0001	  17	0.665	 1.78e-02	 169.2	 8.66e-03	 7.86e-01	 4.875210e-01	 3.00e+08	 7.05e+06	 6.48e+07	 6.60e+04	1.870	 1.27e+04	 1.96e+08	 3.39e+02	 -5.54	 3573	Yields
 1.90	 0.0001	  18	0.667	 1.74e-02	 168.0	 8.42e-03	 7.75e-01	 4.836031e-01	 3.00e+08	 7.19e+06	 6.48e+07	 6.32e+04	1.865	 1.29e+04	 1.99e+08	 3.47e+02	 -5.56	 3545	Yields
 1.90	 0.0001	  19	0.669	 1.69e-02	 156.9	 8.14e-03	 7.74e-01	 4.814771e-01	 3.00e+08	 7.29e+06	 6.49e+07	 5.99e+04	1.856	 1.31e+04	 1.90e+08	 3.55e+02	 -5.57	 3517	Yields
 1.90	 0.0001	  20	0.671	 1.65e-02	 158.7	 7.90e-03	 7.67e-01	 4.775543e-01	 3.00e+08	 7.37e+06	 6.49e+07	 5.72e+04	1.843	 1.33e+04	 1.78e+08	 3.62e+02	 -5.59	 3491	Yields
 1.90	 0.0001	  21	0.673	 1.62e-02	 149.9	 7.60e-03	 7.57e-01	 4.701121e-01	 3.00e+08	 7.34e+06	 6.49e+07	 5.46e+04	1.822	 1.35e+04	 1.52e+08	 3.71e+02	 -5.61	 3463	Yields
 1.90	 0.0001	  22	0.675	 1.58e-02	 148.1	 7.19e-03	 7.39e-01	 4.564955e-01	 3.00e+08	 7.20e+06	 6.49e+07	 5.20e+04	1.780	 1.37e+04	 1.63e+08	 3.81e+02	 -5.62	 3436	Yields
 1.90	 0.0001	  23	0.678	 1.53e-02	 134.7	 6.29e-03	 6.72e-01	 4.115988e-01	 2.99e+08	 6.71e+06	 6.49e+07	 4.93e+04	1.570	 1.39e+04	 1.46e+08	 4.11e+02	 -5.63	 3403	Yields
 1.90	 0.0001	  24	0.680	 1.46e-02	 129.4	 0.00e+00	 0.00e+00	 0.000000e+00	 2.99e+08	 4.04e+06	 6.46e+07	 4.65e+04	0.846	 1.42e+04	 1.20e+08	 4.96e+02	 -5.66	 3324	Yields
 3.00	 0.0001	   1	0.801	 6.54e-03	  47.1	 0.00e+00	 0.00e+00	 0.000000e+00	 2.28e+08	 4.18e+06	 8.19e+07	 0.00e+00	2.965	 1.01e+04	 2.61e+05	 1.71e+02	 -5.29	 4525	Yields
 3.00	 0.0001	   2	0.803	 6.61e-03	  41.6	 9.00e-04	 5.99e-01	 1.363009e-01	 2.47e+08	 5.15e+06	 8.46e+07	 1.42e+04	2.964	 1.11e+04	 7.99e+05	 1.82e+02	 -5.39	 4513	Yields
 3.00	 0.0001	   3	0.804	 6.56e-03	  31.1	 1.83e-03	 8.49e-01	 2.786717e-01	 2.63e+08	 6.84e+06	 8.48e+07	 1.59e+04	2.962	 1.24e+04	 2.18e+06	 1.99e+02	 -5.51	 4474	Yields
 3.00	 0.0001	   4	0.805	 6.62e-03	  34.8	 2.73e-03	 9.59e-01	 4.125150e-01	 2.76e+08	 1.01e+07	 8.29e+07	 1.74e+04	2.958	 1.39e+04	 5.49e+06	 2.16e+02	 -5.64	 4413	Yields
 3.00	 0.0001	   5	0.806	 6.70e-03	  38.1	 3.48e-03	 1.00e+00	 5.200659e-01	 2.90e+08	 1.39e+07	 8.16e+07	 1.87e+04	2.951	 1.52e+04	 1.29e+07	 2.35e+02	 -5.74	 4350	Yields
 3.00	 0.0001	   6	0.806	 6.84e-03	  41.6	 4.17e-03	 1.02e+00	 6.102164e-01	 3.01e+08	 1.80e+07	 8.08e+07	 2.01e+04	2.938	 1.62e+04	 2.78e+07	 2.55e+02	 -5.81	 4236	Yields
 3.00	 0.0001	   7	0.807	 7.06e-03	  46.1	 4.68e-03	 9.91e-01	 6.626789e-01	 3.08e+08	 2.21e+07	 8.03e+07	 2.18e+04	2.918	 1.71e+04	 5.59e+07	 2.73e+02	 -5.86	 4131	Yields
 3.00	 0.0001	   8	0.808	 7.25e-03	  51.4	 5.15e-03	 9.93e-01	 7.109820e-01	 3.20e+08	 2.55e+07	 8.00e+07	 2.29e+04	2.891	 1.77e+04	 9.99e+07	 2.90e+02	 -5.90	 4047	Yields
 3.00	 0.0001	   9	0.808	 7.62e-03	  52.7	 5.59e-03	 9.85e-01	 7.337198e-01	 3.29e+08	 2.89e+07	 7.97e+07	 2.41e+04	2.855	 1.83e+04	 1.51e+08	 3.06e+02	 -5.94	 3974	Yields
 3.00	 0.0001	  10	0.808	 7.76e-03	  50.7	 5.96e-03	 9.51e-01	 7.682608e-01	 3.33e+08	 3.24e+07	 7.95e+07	 2.56e+04	2.808	 1.88e+04	 2.64e+08	 3.22e+02	 -5.97	 3916	Yields
 3.00	 0.0001	  11	0.809	 7.95e-03	  50.8	 6.36e-03	 9.73e-01	 7.996117e-01	 3.22e+08	 3.55e+07	 7.93e+07	 2.60e+04	2.751	 1.93e+04	 3.43e+08	 3.36e+02	 -5.99	 3851	Yields
 3.00	 0.0001	  12	0.809	 8.11e-03	  49.6	 6.67e-03	 9.85e-01	 8.221288e-01	 3.29e+08	 3.79e+07	 7.92e+07	 2.64e+04	2.683	 1.96e+04	 4.68e+08	 3.50e+02	 -6.01	 3796	Yields
 3.00	 0.0001	  13	0.810	 8.29e-03	  46.9	 6.87e-03	 9.67e-01	 8.283107e-01	 3.34e+08	 3.93e+07	 7.89e+07	 2.71e+04	2.602	 1.99e+04	 5.64e+08	 3.65e+02	 -6.03	 3742	Yields
 3.00	 0.0001	  14	0.810	 8.43e-03	  43.8	 7.09e-03	 9.76e-01	 8.406441e-01	 3.35e+08	 3.96e+07	 7.87e+07	 2.73e+04	2.506	 2.02e+04	 6.91e+08	 3.79e+02	 -6.04	 3685	Yields
 3.00	 0.0001	  15	0.811	 8.57e-03	  48.0	 7.27e-03	 9.74e-01	 8.489118e-01	 3.32e+08	 3.87e+07	 7.84e+07	 2.77e+04	2.393	 2.03e+04	 8.89e+08	 3.95e+02	 -6.05	 3630	Yields
 3.00	 0.0001	  16	0.811	 8.70e-03	  51.3	 7.44e-03	 9.73e-01	 8.550220e-01	 3.31e+08	 3.67e+07	 7.80e+07	 2.81e+04	2.258	 2.04e+04	 1.19e+09	 4.12e+02	 -6.05	 3570	Yields
 3.00	 0.0001	  17	0.811	 8.81e-03	  51.7	 7.55e-03	 9.67e-01	 8.567861e-01	 3.31e+08	 3.32e+07	 7.76e+07	 2.86e+04	2.097	 2.04e+04	 1.19e+09	 4.32e+02	 -6.05	 3507	Yields
 3.00	 0.0001	  18	0.812	 8.89e-03	  53.2	 7.65e-03	 9.69e-01	 8.597075e-01	 3.36e+08	 2.82e+07	 7.71e+07	 2.89e+04	1.900	 2.03e+04	 1.51e+09	 4.56e+02	 -6.05	 3434	Yields
 3.00	 0.0001	  19	0.812	 8.98e-03	  51.8	 7.54e-03	 9.42e-01	 8.395765e-01	 3.37e+08	 2.10e+07	 7.65e+07	 2.93e+04	1.649	 2.02e+04	 1.79e+09	 4.91e+02	 -6.04	 3349	Yields
 3.00	 0.0001	  20	0.812	 8.84e-03	  48.8	 7.38e-03	 9.63e-01	 8.344164e-01	 3.54e+08	 1.53e+07	 7.59e+07	 2.80e+04	1.341	 2.02e+04	 1.50e+09	 5.07e+02	 -6.04	 3326	Yields
 3.50	 0.0001	   1	0.843	 4.17e-03	  48.9	 0.00e+00	 0.00e+00	 0.000000e+00	 2.22e+08	 5.50e+06	 8.51e+07	 0.00e+00	3.459	 1.22e+04	 1.03e+05	 1.87e+02	 -5.50	 4530	Yields
 3.50	 0.0001	   2	0.844	 4.70e-03	  34.1	 3.79e-04	 3.48e-01	 8.049559e-02	 2.41e+08	 6.91e+06	 8.77e+07	 8.31e+03	3.457	 1.32e+04	 3.76e+05	 1.96e+02	 -5.58	 4517	Yields
 3.50	 0.0001	   3	0.845	 4.72e-03	  26.7	 1.07e-03	 7.47e-01	 2.268399e-01	 2.56e+08	 8.56e+06	 8.99e+07	 9.47e+03	3.456	 1.41e+04	 8.92e+05	 2.04e+02	 -5.65	 4506	Yields
 3.50	 0.0001	   4	0.846	 4.77e-03	  25.4	 1.64e-03	 8.78e-01	 3.431972e-01	 2.70e+08	 1.20e+07	 8.86e+07	 1.03e+04	3.454	 1.55e+04	 2.07e+06	 2.21e+02	 -5.75	 4474	Yields
 3.50	 0.0001	   5	0.847	 4.81e-03	  27.6	 2.23e-03	 9.88e-01	 4.636858e-01	 2.82e+08	 1.72e+07	 8.70e+07	 1.09e+04	3.450	 1.68e+04	 4.51e+06	 2.35e+02	 -5.85	 4414	Yields
 3.50	 0.0001	   6	0.847	 4.89e-03	  26.1	 2.79e-03	 1.04e+00	 5.710632e-01	 2.92e+08	 2.35e+07	 8.60e+07	 1.17e+04	3.443	 1.80e+04	 9.49e+06	 2.50e+02	 -5.92	 4350	Yields
 3.50	 0.0001	   7	0.848	 4.97e-03	  28.9	 2.86e-03	 8.95e-01	 5.761405e-01	 3.03e+08	 3.02e+07	 8.54e+07	 1.30e+04	3.432	 1.91e+04	 1.93e+07	 2.65e+02	 -5.98	 4290	Yields
 3.50	 0.0001	   8	0.848	 5.09e-03	  28.6	 3.33e-03	 9.76e-01	 6.551700e-01	 3.09e+08	 3.69e+07	 8.50e+07	 1.33e+04	3.417	 1.99e+04	 3.29e+07	 2.79e+02	 -6.03	 4215	Yields
 3.50	 0.0001	   9	0.848	 5.24e-03	  32.0	 3.65e-03	 9.78e-01	 6.965176e-01	 3.18e+08	 4.40e+07	 8.49e+07	 1.39e+04	3.398	 2.07e+04	 5.78e+07	 2.93e+02	 -6.07	 4158	Yields
 3.50	 0.0001	  10	0.849	 5.41e-03	  31.8	 3.71e-03	 9.06e-01	 6.864247e-01	 3.28e+08	 5.10e+07	 8.47e+07	 1.46e+04	3.373	 2.16e+04	 9.32e+07	 3.09e+02	 -6.12	 4104	Yields
 3.50	 0.0001	  11	0.849	 5.45e-03	  30.5	 4.06e-03	 9.31e-01	 7.438122e-01	 3.32e+08	 5.65e+07	 8.45e+07	 1.50e+04	3.341	 2.27e+04	 1.26e+08	 3.27e+02	 -6.17	 4043	Yields
 3.50	 0.0001	  12	0.849	 5.61e-03	  30.7	 4.15e-03	 9.22e-01	 7.400346e-01	 3.39e+08	 6.05e+07	 8.44e+07	 1.51e+04	3.302	 2.38e+04	 1.74e+08	 3.45e+02	 -6.22	 3996	Yields
 3.50	 0.0001	  13	0.850	 5.66e-03	  27.2	 4.28e-03	 9.06e-01	 7.559874e-01	 3.37e+08	 6.36e+07	 8.42e+07	 1.54e+04	3.253	 2.49e+04	 2.14e+08	 3.60e+02	 -6.27	 3965	Yields
 3.50	 0.0001	  14	0.850	 5.78e-03	  24.1	 4.41e-03	 9.07e-01	 7.630960e-01	 3.45e+08	 6.68e+07	 8.41e+07	 1.56e+04	3.195	 2.60e+04	 2.24e+08	 3.71e+02	 -6.32	 3947	Yields
 3.50	 0.0001	  15	0.850	 5.80e-03	  26.0	 4.86e-03	 9.81e-01	 8.376683e-01	 3.33e+08	 7.08e+07	 8.41e+07	 1.55e+04	3.129	 2.68e+04	 2.56e+08	 3.76e+02	 -6.35	 3997	Yields
 3.50	 0.0001	  16	0.851	 5.89e-03	  27.2	 4.69e-03	 9.16e-01	 7.958112e-01	 3.49e+08	 7.49e+07	 8.45e+07	 1.57e+04	3.054	 2.76e+04	 4.26e+08	 3.75e+02	 -6.38	 4078	Yields
 3.50	 0.0001	  17	0.851	 5.92e-03	  27.0	 4.87e-03	 9.42e-01	 8.225625e-01	 3.30e+08	 7.59e+07	 8.46e+07	 1.57e+04	2.972	 2.82e+04	 4.21e+08	 3.74e+02	 -6.41	 4084	Yields
 3.50	 0.0001	  18	0.851	 5.98e-03	  27.5	 5.10e-03	 9.66e-01	 8.527238e-01	 3.42e+08	 7.59e+07	 8.44e+07	 1.59e+04	2.880	 2.84e+04	 4.71e+08	 3.80e+02	 -6.41	 4059	Yields
 3.50	 0.0001	  19	0.851	 6.05e-03	  29.8	 5.19e-03	 9.70e-01	 8.579398e-01	 3.44e+08	 7.54e+07	 8.41e+07	 1.59e+04	2.777	 2.84e+04	 5.55e+08	 3.88e+02	 -6.41	 4025	Yields
 3.50	 0.0001	  20	0.852	 6.09e-03	  32.5	 5.21e-03	 9.59e-01	 8.555052e-01	 3.45e+08	 7.46e+07	 8.37e+07	 1.61e+04	2.663	 2.82e+04	 6.93e+08	 3.95e+02	 -6.41	 3986	Yields
 3.50	 0.0001	  21	0.852	 6.16e-03	  30.7	 5.28e-03	 9.69e-01	 8.578493e-01	 3.62e+08	 7.32e+07	 8.32e+07	 1.60e+04	2.538	 2.78e+04	 7.18e+08	 4.03e+02	 -6.39	 3932	Yields
 3.50	 0.0001	  22	0.852	 6.16e-03	  34.6	 5.19e-03	 9.42e-01	 8.426315e-01	 3.46e+08	 7.06e+07	 8.27e+07	 1.62e+04	2.398	 2.72e+04	 7.60e+08	 4.10e+02	 -6.37	 3861	Yields
 3.50	 0.0001	  23	0.852	 6.20e-03	  31.1	 5.21e-03	 9.65e-01	 8.403125e-01	 3.66e+08	 6.71e+07	 8.21e+07	 1.59e+04	2.249	 2.64e+04	 7.47e+08	 4.16e+02	 -6.33	 3766	Yields
 3.50	 0.0001	  24	0.853	 6.23e-03	  31.5	 4.51e-03	 8.27e-01	 7.239885e-01	 3.64e+08	 6.15e+07	 8.14e+07	 1.63e+04	2.081	 2.52e+04	 8.10e+08	 4.27e+02	 -6.28	 3669	Yields
 3.50	 0.0001	  25	0.852	 4.77e-03	  29.5	 4.11e-03	 1.06e+00	 8.626590e-01	 3.43e+08	 4.01e+07	 7.96e+07	 1.16e+04	1.958	 2.32e+04	 1.83e+08	 4.33e+02	 -6.20	 3606	Yields
 3.50	 0.0001	  26	0.853	 6.03e-03	  31.0	 4.81e-03	 9.05e-01	 7.982795e-01	 3.40e+08	 3.37e+07	 7.95e+07	 1.67e+04	1.741	 2.30e+04	 7.14e+08	 4.64e+02	 -6.18	 3523	Yields
 3.50	 0.0001	  27	0.854	 6.63e-03	  35.2	 5.55e-03	 9.52e-01	 8.374960e-01	 3.70e+08	 1.98e+07	 7.88e+07	 1.87e+04	1.436	 2.25e+04	 1.41e+09	 5.03e+02	 -6.16	 3408	Yields
 4.00	 0.0001	   1	0.863	 3.85e-03	  36.3	 0.00e+00	 0.00e+00	 0.000000e+00	 2.32e+08	 7.61e+06	 8.86e+07	 0.00e+00	3.963	 1.42e+04	 1.93e+05	 2.01e+02	 -5.66	 4540	Yields
 4.00	 0.0001	   2	0.864	 3.99e-03	  30.5	 3.16e-04	 2.91e-01	 7.911766e-02	 2.47e+08	 9.32e+06	 9.06e+07	 7.06e+03	3.961	 1.50e+04	 4.54e+05	 2.08e+02	 -5.72	 4522	Yields
 4.00	 0.0001	   3	0.865	 4.00e-03	  21.7	 9.81e-04	 7.28e-01	 2.450179e-01	 2.60e+08	 1.13e+07	 9.25e+07	 7.69e+03	3.960	 1.58e+04	 9.28e+05	 2.14e+02	 -5.77	 4510	Yields
 4.00	 0.0001	   4	0.866	 4.06e-03	  22.7	 1.45e-03	 8.62e-01	 3.563896e-01	 2.72e+08	 1.60e+07	 9.14e+07	 8.13e+03	3.958	 1.71e+04	 1.96e+06	 2.26e+02	 -5.86	 4489	Yields
 4.00	 0.0001	   5	0.867	 4.11e-03	  23.6	 1.80e-03	 9.08e-01	 4.376684e-01	 2.83e+08	 2.29e+07	 9.00e+07	 8.58e+03	3.956	 1.84e+04	 3.99e+06	 2.36e+02	 -5.94	 4467	Yields
 4.00	 0.0001	   6	0.867	 4.17e-03	  23.6	 2.20e-03	 9.71e-01	 5.281928e-01	 2.93e+08	 3.06e+07	 8.91e+07	 9.06e+03	3.952	 1.95e+04	 7.55e+06	 2.46e+02	 -6.01	 4439	Yields
 4.00	 0.0001	   7	0.867	 4.28e-03	  23.7	 2.48e-03	 9.49e-01	 5.781383e-01	 3.01e+08	 4.04e+07	 8.86e+07	 9.68e+03	3.946	 2.07e+04	 1.47e+07	 2.55e+02	 -6.07	 4422	Yields
 4.00	 0.0001	   8	0.868	 4.37e-03	  24.5	 2.47e-03	 8.54e-01	 5.665979e-01	 3.09e+08	 5.18e+07	 8.84e+07	 1.01e+04	3.937	 2.20e+04	 2.52e+07	 2.65e+02	 -6.13	 4407	Yields
 4.00	 0.0001	   9	0.868	 4.40e-03	  23.9	 2.81e-03	 9.22e-01	 6.376756e-01	 3.16e+08	 6.19e+07	 8.83e+07	 1.01e+04	3.926	 2.39e+04	 3.64e+07	 2.80e+02	 -6.22	 4387	Yields
 4.00	 0.0001	  10	0.868	 4.52e-03	  24.0	 3.25e-03	 9.73e-01	 7.180955e-01	 3.22e+08	 6.87e+07	 8.82e+07	 1.06e+04	3.911	 2.63e+04	 5.73e+07	 2.98e+02	 -6.33	 4373	Yields
 4.00	 0.0001	  11	0.869	 4.61e-03	  23.5	 3.20e-03	 8.98e-01	 6.952179e-01	 3.27e+08	 7.50e+07	 8.84e+07	 1.09e+04	3.891	 2.83e+04	 8.23e+07	 3.12e+02	 -6.41	 4351	Yields
 4.00	 0.0001	  12	0.869	 4.68e-03	  23.5	 3.32e-03	 8.98e-01	 7.093228e-01	 3.32e+08	 7.88e+07	 8.87e+07	 1.11e+04	3.867	 2.92e+04	 1.10e+08	 3.19e+02	 -6.44	 4333	Yields
 4.00	 0.0001	  13	0.869	 4.69e-03	  20.8	 3.50e-03	 9.16e-01	 7.477458e-01	 3.31e+08	 8.03e+07	 8.88e+07	 1.13e+04	3.839	 3.04e+04	 1.32e+08	 3.28e+02	 -6.49	 4312	Yields
 4.00	 0.0001	  14	0.869	 4.77e-03	  20.5	 3.52e-03	 8.94e-01	 7.394963e-01	 3.40e+08	 8.13e+07	 8.88e+07	 1.15e+04	3.806	 3.17e+04	 1.58e+08	 3.37e+02	 -6.53	 4296	Yields
 4.00	 0.0001	  15	0.870	 4.84e-03	  20.9	 3.54e-03	 8.74e-01	 7.319366e-01	 3.43e+08	 8.19e+07	 8.88e+07	 1.17e+04	3.767	 3.30e+04	 1.91e+08	 3.47e+02	 -6.58	 4284	Yields
 4.00	 0.0001	  16	0.870	 4.87e-03	  21.2	 3.72e-03	 8.96e-01	 7.638674e-01	 3.46e+08	 8.23e+07	 8.88e+07	 1.18e+04	3.724	 3.41e+04	 2.24e+08	 3.55e+02	 -6.61	 4269	Yields
 4.00	 0.0001	  17	0.870	 4.88e-03	  19.6	 3.68e-03	 8.72e-01	 7.532673e-01	 3.32e+08	 8.26e+07	 8.87e+07	 1.19e+04	3.674	 3.50e+04	 2.72e+08	 3.62e+02	 -6.64	 4256	Yields
 4.00	 0.0001	  18	0.870	 4.92e-03	  22.4	 4.16e-03	 9.69e-01	 8.458081e-01	 3.38e+08	 8.28e+07	 8.86e+07	 1.20e+04	3.618	 3.59e+04	 3.06e+08	 3.68e+02	 -6.67	 4245	Yields
 4.00	 0.0001	  19	0.871	 4.95e-03	  23.3	 3.87e-03	 8.84e-01	 7.820207e-01	 3.39e+08	 8.29e+07	 8.85e+07	 1.22e+04	3.556	 3.66e+04	 3.54e+08	 3.74e+02	 -6.69	 4233	Yields
 4.00	 0.0001	  20	0.871	 4.98e-03	  22.3	 4.09e-03	 9.27e-01	 8.207475e-01	 3.39e+08	 8.29e+07	 8.84e+07	 1.22e+04	3.489	 3.72e+04	 3.99e+08	 3.79e+02	 -6.71	 4222	Yields
 4.00	 0.0001	  21	0.871	 5.00e-03	  24.9	 3.94e-03	 8.83e-01	 7.889357e-01	 3.36e+08	 8.28e+07	 8.82e+07	 1.22e+04	3.414	 3.76e+04	 4.22e+08	 3.84e+02	 -6.72	 4212	Yields
 4.00	 0.0001	  22	0.871	 5.02e-03	  23.2	 4.00e-03	 8.88e-01	 7.967153e-01	 3.39e+08	 8.27e+07	 8.80e+07	 1.22e+04	3.333	 3.79e+04	 4.69e+08	 3.88e+02	 -6.73	 4201	Yields
 4.00	 0.0001	  23	0.871	 5.03e-03	  24.4	 4.23e-03	 9.36e-01	 8.422950e-01	 3.39e+08	 8.26e+07	 8.78e+07	 1.22e+04	3.246	 3.82e+04	 4.94e+08	 3.91e+02	 -6.74	 4192	Yields
 4.00	 0.0001	  24	0.872	 5.06e-03	  25.4	 4.17e-03	 9.17e-01	 8.249535e-01	 3.50e+08	 8.24e+07	 8.76e+07	 1.22e+04	3.152	 3.83e+04	 5.41e+08	 3.94e+02	 -6.74	 4180	Yields
 4.00	 0.0001	  25	0.872	 5.05e-03	  25.7	 4.08e-03	 8.91e-01	 8.077232e-01	 3.40e+08	 8.21e+07	 8.74e+07	 1.22e+04	3.051	 3.83e+04	 5.46e+08	 3.97e+02	 -6.74	 4169	Yields
 4.00	 0.0001	  26	0.872	 5.06e-03	  25.5	 4.24e-03	 9.24e-01	 8.385720e-01	 3.41e+08	 8.17e+07	 8.71e+07	 1.21e+04	2.943	 3.82e+04	 5.81e+08	 3.99e+02	 -6.73	 4160	Yields
 4.00	 0.0001	  27	0.872	 5.05e-03	  26.0	 4.42e-03	 9.59e-01	 8.746549e-01	 3.41e+08	 8.13e+07	 8.68e+07	 1.21e+04	2.828	 3.79e+04	 6.03e+08	 4.00e+02	 -6.73	 4150	Yields
 4.00	 0.0001	  28	0.872	 5.04e-03	  26.7	 4.46e-03	 9.69e-01	 8.832349e-01	 3.42e+08	 8.08e+07	 8.65e+07	 1.20e+04	2.706	 3.75e+04	 6.15e+08	 4.00e+02	 -6.71	 4139	Yields
 4.00	 0.0001	  29	0.873	 5.04e-03	  26.2	 4.46e-03	 9.62e-01	 8.843068e-01	 3.42e+08	 8.02e+07	 8.61e+07	 1.20e+04	2.576	 3.70e+04	 6.21e+08	 4.01e+02	 -6.70	 4129	Yields
 4.00	 0.0001	  30	0.873	 5.04e-03	  28.3	 4.45e-03	 9.59e-01	 8.827725e-01	 3.44e+08	 7.94e+07	 8.57e+07	 1.20e+04	2.438	 3.63e+04	 6.49e+08	 3.99e+02	 -6.68	 4119	Yields
 4.00	 0.0001	  31	0.873	 5.03e-03	  28.2	 4.36e-03	 9.46e-01	 8.666651e-01	 3.53e+08	 7.85e+07	 8.53e+07	 1.18e+04	2.294	 3.53e+04	 6.53e+08	 3.97e+02	 -6.65	 4109	Yields
 4.00	 0.0001	  32	0.873	 5.01e-03	  28.5	 4.43e-03	 9.59e-01	 8.852118e-01	 3.46e+08	 7.71e+07	 8.47e+07	 1.18e+04	2.142	 3.42e+04	 6.34e+08	 3.94e+02	 -6.62	 4100	Yields
 4.00	 0.0001	  33	0.873	 4.99e-03	  27.3	 4.56e-03	 9.75e-01	 9.136610e-01	 3.41e+08	 7.53e+07	 8.42e+07	 1.19e+04	1.980	 3.29e+04	 6.60e+08	 3.89e+02	 -6.57	 4093	Yields
 4.00	 0.0001	  34	0.873	 5.05e-03	  28.9	 4.63e-03	 9.63e-01	 9.178606e-01	 3.44e+08	 7.31e+07	 8.36e+07	 1.22e+04	1.805	 3.15e+04	 7.21e+08	 3.83e+02	 -6.53	 4088	Yields
 4.00	 0.0001	  35	0.874	 5.10e-03	  32.3	 4.42e-03	 9.06e-01	 8.669892e-01	 3.45e+08	 6.92e+07	 8.28e+07	 1.25e+04	1.617	 2.96e+04	 7.74e+08	 3.73e+02	 -6.46	 4081	Yields
 4.00	 0.0001	  36	0.874	 3.66e-03	  77.1	 4.45e-03	 9.41e-01	 1.214986e+00	 3.44e+08	 5.86e+07	 8.18e+07	 1.25e+04	1.420	 2.71e+04	 3.33e+08	 3.59e+02	 -6.36	 4079	Yields
 4.00	 0.0001	  37	0.874	 4.02e-03	  18.6	 3.90e-03	 8.86e-01	 9.718191e-01	 3.48e+08	 2.41e+07	 7.92e+07	 1.02e+04	1.249	 2.46e+04	 1.93e+08	 3.42e+02	 -6.26	 4104	Yields
